Cust_No,Target,Nation,Birth_Place,Gender,Age,Marriage_State,Highest Education,House_State,Work_Years,Title,Duty,Industry,Year_Income,Couple_Year_Income,L12_Month_Pay_Amount,Couple_L12_Month_Pay_Amount,Ast_Curr_Bal,Std_Cred_Limit,Loan_Curr_Bal,ZX_Max_Account_Number,ZX_Max_Link_Banks,ZX_Max_Overdue_Account,ZX_Link_Max_Overdue_Amount,ZX_Total_Overdu_Months,ZX_Max_Overdue_Duration,ZX_Max_Credits,ZX_Max_Credit_Banks,ZX_Max_Overdue_Credits,ZX_Credit_Max_Overdu_Amount,ZX_Credit_Total_Overdue_Months,ZX_Credit_Max_Overdue_Duration
896,1,1,330621,1,42,99,71,1,0,9,9,51,300000,100000,0,0,177.51,15000,0,0,0,0,0,0,0,0,0,0,0,0,0
897,0,,330621,1,43,,,,0,,2,,550000,100000,0,0,194.92,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
898,0,1,330621,1,34,20,61,1,0,9,0,,150000,100000,0,0,5.13,20000,0,4,2,2,2850,12,2,1,1,0,0,0,0
899,0,1,330621,1,54,20,61,1,0,9,9,,500000,100000,0,0,177.04,15000,250000,12,7,3,324,5,1,1,1,2,406363,5,3
900,0,1,339005,1,33,20,21,1,0,9,,,150000,100000,0,0,1120.5,10000,800000,4,4,4,4129,46,3,1,1,0,0,0,0
901,0,1,330781,1,34,10,21,,68625,9,0,,50000,100000,0,0,48760.49,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
902,0,1,330621,1,30,10,9,1,0,9,9,38,50000,100000,0,0,105.42,5000,15606.18,4,3,1,0,1,1,1,1,0,0,0,0
903,0,90,330621,0,29,40,71,1,0,,0,51,120000,100000,0,0,98.46,15000,19563.53,2,2,0,0,0,0,2,2,0,0,0,0
904,0,1,330621,1,35,20,61,1,68625,9,1,51,80000,100000,0,0,177.48,10000,500000,7,6,2,0,6,1,1,1,0,0,0,0
905,0,,330602,0,43,,,,0,,,,0,100000,0,0,31.72,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
906,0,1,330682,0,36,20,61,1,0,9,2,,180000,100000,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
907,0,,330621,1,29,99,71,1,0,,9,,50000,100000,0,0,1.49,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
908,0,,330621,1,26,,,,0,,2,,100000,100000,0,0,52.75,15000,0,0,0,0,0,0,0,0,0,0,0,0,0
909,1,1,330621,1,28,99,90,1,0,,0,,70000,100000,37966.5,0,2.02,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
910,0,1,330621,1,33,10,31,1,0,9,2,52,420000,100000,0,0,89.89,20000,0,13,8,3,0,8,1,3,3,3,2952,6,1
911,0,,330621,1,33,,,,0,,,,0,100000,6000,0,94061.96,10000,0,1,1,0,0,0,0,0,0,0,0,0,0
912,0,90,330621,1,27,99,9,,0,,9,,50000,100000,0,0,741.06,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
913,0,90,330621,1,53,20,71,1,0,,2,17,300000,100000,0,0,0,25000,0,4,2,2,2430,4,1,0,0,0,0,0,0
914,0,1,330621,1,30,99,9,1,0,,0,,100000,100000,0,0,6.94,10000,0,6,3,4,0,4,1,0,0,0,0,0,0
915,0,1,332623,0,38,20,21,,68628,2,2,,300000,100000,0,0,51168.27,10000,0,7,5,3,607,8,1,0,0,2,3262,1,1
916,0,1,330621,0,27,99,90,1,0,,0,,80000,100000,0,0,10.37,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
917,0,1,330621,0,24,99,90,1,0,,,,0,100000,0,0,0.03,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
918,0,1,330621,0,32,99,90,1,0,,,,60000,100000,0,0,0.17,10000,0,2,1,0,0,0,0,0,0,0,0,0,0
919,0,,330621,0,23,,,,0,,0,,50000,100000,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0
920,0,1,330621,1,34,20,71,1,0,0,0,50,200000,100000,0,0,352.01,20000,0,7,6,7,14793,33,4,2,2,1,0,1,1
921,0,1,330623,1,49,40,61,1,68627,9,0,,50000,100000,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
922,0,1,330621,0,40,20,61,,0,,0,,50000,100000,0,0,10.35,13000,0,0,0,0,0,0,0,0,0,0,0,0,0
923,0,1,410426,1,28,10,71,5,0,9,2,,500000,100000,0,0,26440.13,15000,0,1,1,0,0,0,0,2,2,1,0,1,1
924,0,1,330621,1,47,10,81,,0,,0,,100000,100000,0,0,87.76,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
925,0,1,330621,1,36,10,61,1,0,,9,17,80000,100000,0,0,91.04,8000,0,10,7,0,0,0,0,4,4,0,0,0,0
926,0,,330621,1,25,,,,0,,0,,60000,100000,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
927,0,1,330621,1,26,99,90,1,0,,0,,50000,100000,33246.1,0,88799.45,10000,0,1,1,0,0,0,0,1,1,0,0,0,0
928,0,,339005,1,34,,,,0,,1,,300000,100000,0,0,17.43,15000,0,4,3,4,1635,9,2,1,1,0,0,0,0
929,0,90,330621,1,27,10,61,1,0,9,9,,60000,100000,0,0,0,10000,0,10,7,0,0,0,0,1,1,0,0,0,0
930,0,90,330602,1,47,20,61,,68624,9,0,,30000,100000,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
931,0,,410482,1,24,,,,0,,0,,80000,100000,0,0,0,2000,0,1,1,0,0,0,0,0,0,0,0,0,0
932,0,1,330621,0,28,10,90,5,0,9,9,82,100000,100000,0,0,0,5000,0,6,5,3,547,5,1,3,3,0,0,0,0
933,0,1,330621,0,29,99,9,1,0,,,,8,100000,0,0,15.89,20000,0,4,3,1,226,2,1,0,0,0,0,0,0
934,0,,330621,1,47,,,,0,,,,0,100000,56343.8,0,1848.53,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
935,0,1,330682,1,29,10,21,1,0,9,0,66,150000,100000,121573.44,0,3738.88,20000,1890000,5,4,0,0,0,0,5,2,0,0,0,0
936,0,,330621,0,22,,,,0,,0,,60000,100000,0,0,0.06,10000,0,3,2,0,0,0,0,0,0,0,0,0,0
937,0,90,330621,1,43,20,71,1,0,,9,65,190000,100000,0,0,5.36,20000,64615.98,4,3,2,1971,10,3,2,2,1,0,5,1
938,0,1,330621,1,54,20,71,1,0,0,0,1,48000,100000,0,0,82602.9,5000,100000,3,2,1,20,2,1,1,1,0,0,0,0
939,0,1,330621,0,47,99,9,1,68630,9,1,51,100000,100000,0,0,1017.38,20000,0,6,4,4,3762,16,2,0,0,0,0,0,0
940,0,1,330621,1,29,10,9,1,0,,,1,100000,100000,146600.23,0,210.47,20000,0,13,10,1,0,1,1,0,0,0,0,0,0
941,0,,330621,1,24,,,,0,,0,,60000,100000,0,0,1,8000,0,2,2,0,0,0,0,0,0,0,0,0,0
942,0,1,330621,1,51,20,9,1,68639,0,1,17,50000,100000,0,0,29.77,20000,1500000,3,3,2,2322,30,1,2,2,0,0,0,0
943,0,,330602,1,30,,,,0,,0,,70000,100000,0,0,0,10000,0,1,1,0,0,0,0,0,0,0,0,0,0
944,0,,330621,1,25,,,,0,,0,,60000,100000,0,0,3.21,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
945,0,1,330621,0,39,20,31,,68625,3,0,,70000,100000,0,0,21.68,50000,0,0,0,0,0,0,0,0,0,0,0,0,0
946,0,1,330621,1,48,99,71,1,68628,2,1,,100000,100000,0,0,418.64,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
947,0,,330621,1,29,,,,0,,,,60000,100000,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
948,0,,330621,1,60,30,71,1,0,,,,100000,100000,0,0,56.93,10000,300000,1,1,0,0,0,0,2,2,0,0,0,0
949,0,1,330621,1,40,20,71,,0,,0,,70000,100000,38994,0,53.74,5000,0,1,1,1,372,8,1,0,0,0,0,0,0
950,0,,330621,0,51,,,,0,,9,,150000,100000,0,0,383.21,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
951,0,,330621,1,23,,,,0,,0,,50000,100000,46626.6,0,5.96,10000,0,7,5,0,0,0,0,0,0,0,0,0,0
952,0,1,330621,0,25,99,9,1,0,,0,,150000,100000,0,0,1.81,15000,0,0,0,0,0,0,0,0,0,0,0,0,0
953,0,1,330327,1,38,10,21,1,0,9,2,52,1000000,100000,0,0,80154.16,20000,378786.22,7,4,1,227,1,1,13,2,0,0,0,0
954,0,,339005,0,32,,,,0,,0,,150000,100000,0,0,226.76,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
955,0,1,330621,1,37,99,71,,68628,9,1,,200000,100000,0,0,175.73,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
956,0,1,330621,1,22,10,41,1,0,,0,58,100000,100000,0,0,26.32,2000,16401.24,5,4,0,0,0,0,1,1,0,0,0,0
957,0,1,330621,0,30,99,90,1,0,,0,,50000,100000,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
958,0,1,330621,1,57,30,61,1,0,9,9,51,150000,100000,0,0,981.57,10000,850000,1,1,0,0,0,0,2,2,0,0,0,0
959,0,1,330621,1,35,20,31,1,0,,,84,140000,100000,0,0,78.43,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
960,0,,330621,1,50,2,1,,0,,1,,300000,100000,4460,0,4555.07,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
961,1,90,330324,1,26,99,90,1,0,,2,1,150000,100000,5615,0,0.14,15000,0,6,5,3,1051,3,1,0,0,0,0,0,0
962,0,1,330621,1,47,20,71,1,0,9,2,17,500000,100000,2907,0,240.52,30000,0,8,5,2,1712,4,1,2,2,0,0,0,0
963,1,,330621,0,24,,,,0,,,,0,100000,0,0,0.06,8000,0,2,2,0,0,0,0,0,0,0,0,0,0
964,0,,330621,0,29,,,,0,,0,,40000,100000,38220,0,8312.1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
965,0,,330621,1,28,,,,0,,0,,60000,100000,2054,0,1681.46,15000,0,5,4,0,0,0,0,1,1,0,0,0,0
966,0,1,330621,1,25,99,90,1,0,,,,0,100000,42373.2,0,4104.21,5000,0,2,1,0,0,0,0,0,0,0,0,0,0
967,0,,341282,0,35,,,,0,,0,,100000,100000,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
968,0,,330621,1,33,,,,0,,0,,100000,100000,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
969,0,1,330621,1,30,99,90,1,0,,0,,60000,100000,0,0,0,10000,0,7,5,2,206,7,1,1,1,0,0,0,0
970,0,1,330602,1,33,10,21,,68626,2,2,,100000,100000,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0
971,0,,330621,1,25,,,,0,,9,,40000,100000,20260,0,2.23,8000,0,2,2,1,0,2,1,0,0,0,0,0,0
972,0,1,330621,1,50,20,71,1,68624,9,2,51,1500000,100000,0,0,38413.2,20000,20000000,5,3,2,134,24,1,4,4,1,0,8,1
973,0,1,330621,0,31,99,90,1,0,,0,,100000,100000,0,0,0.52,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
974,0,1,360281,0,29,20,61,8,0,9,9,,100000,100000,0,0,1402.46,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
975,0,1,330621,0,35,20,71,1,0,9,9,52,200000,100000,0,0,178.17,15000,200000,1,1,0,0,0,0,1,1,0,0,0,0
976,0,1,330621,1,46,40,61,1,68631,3,1,33,100000,100000,0,0,181.52,5000,600000,2,2,1,409,2,1,1,1,0,0,0,0
977,0,1,330621,1,29,99,9,1,0,,,,0,100000,0,0,1221.13,10000,0,0,0,0,0,0,0,1,1,0,0,0,0
978,0,1,330621,1,43,99,71,1,0,,2,1,150000,100000,0,0,165.13,20000,0,2,2,0,0,0,0,0,0,0,0,0,0
979,0,1,330621,1,38,20,31,1,0,9,0,52,200000,100000,0,0,7482.65,10000,0,1,1,0,0,0,0,0,0,0,0,0,0
980,0,,330621,0,30,,,,0,,2,,110000,100000,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
981,0,1,330621,1,28,99,9,1,0,,0,,50000,100000,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
982,0,,330621,0,39,,,,0,,,,0,100000,130632.81,0,1255.87,20000,0,12,8,6,2631,10,2,3,2,2,2412,1,1
983,0,,330621,1,49,99,71,1,0,,1,17,150000,100000,0,0,1101.51,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
984,0,1,330621,1,28,20,90,1,0,0,0,52,90000,100000,0,0,35.25,15000,92955.34,4,3,1,316,5,1,2,2,0,0,0,0
985,0,1,330225,1,44,10,21,1,0,9,1,52,500000,100000,0,0,0,10000,0,20,10,2,2105,2,1,1,1,0,0,0,0
986,0,,330682,1,29,,,,0,,,,0,100000,600,0,5000.08,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
987,0,,330382,1,35,,,,0,,0,,100000,100000,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
988,0,,330621,1,34,,,,0,,2,,50000,100000,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
989,0,,330621,0,63,,,,0,,0,,100000,100000,43140.8,0,166.91,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
990,0,,330621,1,54,,,,0,,,,0,100000,300,0,3891.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
991,0,,330621,0,43,,,,0,,0,,60000,100000,0,0,5386.12,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
992,0,1,330621,1,46,20,71,1,0,9,9,1,80000,100000,0,0,225.19,5000,0,7,4,4,27156,8,4,1,1,0,0,0,0
993,0,1,330621,1,52,20,81,,0,,,,8,100000,0,0,100396.51,26000,0,0,0,0,0,0,0,0,0,0,0,0,0
994,0,,330621,1,26,,,,0,,2,,100000,100000,0,0,1.02,15000,0,6,3,1,0,1,1,0,0,0,0,0,0
995,0,1,330621,1,29,10,61,1,0,0,,52,100000,100000,0,0,106.63,15000,92955.34,16,6,1,0,1,1,3,3,0,0,0,0
996,0,1,330621,1,30,20,61,1,0,,0,17,80000,100000,0,0,3198.45,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
997,0,,330621,0,23,,,,0,,0,,50000,100000,0,0,0,6000,0,3,2,2,0,2,1,0,0,0,0,0,0
998,0,,330621,0,37,,,,0,,9,,200000,100000,0,0,51386.41,20000,0,2,1,0,0,0,0,0,0,0,0,0,0
999,0,1,330621,1,44,20,61,,0,,9,,100000,100000,0,0,80018.14,5000,0,1,1,0,0,0,0,0,0,0,0,0,0
1000,0,1,330621,1,42,20,31,1,68624,9,9,83,70000,100000,138977.21,0,3400,20000,360000,3,2,2,23,6,1,4,3,1,4059,10,1
1001,0,,330222,0,55,,,,0,,2,,80000,100000,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,0,,331002,1,37,,,,0,,9,,100000,100000,0,0,0.12,8000,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,0,1,330621,1,30,20,21,1,0,9,0,69,100000,100000,69697.29,0,2609516.61,20000,0,5,3,0,0,0,0,0,0,0,0,0,0
1004,0,1,330621,1,28,99,21,1,0,9,9,87,150000,100000,0,0,202.03,10000,0,6,4,2,1324,8,1,0,0,0,0,0,0
1005,1,1,330621,1,47,40,71,1,68627,9,1,17,100000,100000,0,0,0,5000,400000,6,5,6,8992,20,6,1,1,0,0,0,0
1006,0,,330621,1,43,,61,,0,,,,100000,100000,0,0,1505.92,20000,0,7,5,0,0,0,0,2,2,1,3574,2,1
1007,0,1,330725,1,43,20,61,1,68628,9,1,51,1000000,100000,0,0,694.33,20000,1000000,13,8,4,881,10,1,2,2,0,0,0,0
1008,0,1,511522,0,30,40,61,1,0,9,9,51,200000,100000,0,0,33.73,20000,268508.83,11,8,1,0,1,1,2,1,0,0,0,0
1009,0,,330621,0,35,,,,0,,0,,40000,100000,40531.9,0,16.09,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,0,1,330621,0,39,99,9,1,0,,,,0,100000,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,0,1,330621,1,48,99,61,1,0,9,0,,50000,100000,0,0,52.22,4000,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,0,,330621,1,53,,,,0,,0,,65000,100000,0,0,52568.07,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,0,,330621,1,36,,,,0,,,,70000,100000,0,0,2.37,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
1014,0,,330621,1,37,,,,0,,,,50000,100000,0,0,0.05,8000,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,0,,330621,0,33,,,,0,,0,,100000,100000,0,0,30008.66,15000,0,8,5,1,6183,8,1,2,2,1,4201,1,1
1016,0,1,330621,1,53,40,71,1,68627,9,0,52,100000,100000,0,0,468.88,2000,0,3,2,1,92,4,1,1,1,0,0,0,0
1017,0,,330602,0,30,,,,0,,0,,50000,100000,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
1018,0,,330621,1,56,,,,0,,0,,200000,100000,0,0,171.97,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
1019,0,1,330602,1,25,10,31,3,0,,0,84,60000,100000,0,0,145.88,20000,13594,16,9,0,0,0,0,5,4,0,0,0,0
1020,0,1,330621,1,49,20,61,,0,,0,,150000,100000,0,0,54.3,8000,0,5,2,1,20,1,1,0,0,0,0,0,0
1021,0,,330624,1,37,,,,0,,,,60000,100000,0,0,23258.56,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
1022,0,,330621,1,26,,,,0,,0,,50000,100000,0,0,18002.57,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
1023,0,,330602,1,45,,,,0,,,,70000,100000,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
1024,0,1,330621,0,32,99,9,,68625,3,,,100000,100000,47777.25,0,1263.1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
1025,0,,330621,1,43,,,,0,,2,,300000,100000,0,0,865.67,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
1026,0,1,330122,1,32,20,21,1,0,9,9,66,100000,100000,0,0,65.27,20000,1806476.16,18,9,0,0,0,0,4,3,0,0,0,0
1027,0,1,330621,1,40,20,31,,0,,,,5,100000,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
1028,0,90,330621,1,45,20,71,1,0,,0,1,70000,100000,1500,0,313.86,10000,0,2,2,0,0,0,0,0,0,0,0,0,0
1029,0,1,330621,1,41,20,71,1,0,9,0,52,100000,35000,0,0,445.32,6000,0,1,1,1,1021,10,2,0,0,0,0,0,0
1030,0,90,330621,1,48,20,81,1,0,,0,51,250000,0,0,0,1320.4,15000,100000,4,3,0,0,0,0,2,1,0,0,0,0
1031,0,90,362322,0,45,20,41,1,0,,0,48,100000,100000,0,0,1455.83,5000,360000,1,1,1,0,2,1,1,1,0,0,0,0
1032,0,1,330621,0,43,20,31,1,68622,9,1,,300000,0,300,0,10541.79,5000,3000000,10,6,6,79253,54,2,8,7,7,895743,60,4
1033,0,1,340322,1,45,20,61,1,0,9,9,,800000,100000,0,0,20973.51,20000,200000,3,3,1,0,1,1,3,3,2,0,3,1
1034,0,1,330621,1,42,20,61,1,68628,9,0,52,20000,50000,0,0,200.62,6000,0,0,0,0,0,0,0,0,0,0,0,0,0
1035,0,90,330621,1,31,20,71,1,0,,0,52,50000,100000,0,0,22.73,5000,0,5,5,4,734,13,2,1,1,0,0,0,0
1036,0,90,330621,1,30,20,21,1,0,,0,47,100000,60000,0,0,3000.29,20000,150000,4,3,0,0,0,0,1,1,0,0,0,0
1038,0,1,330621,1,41,20,71,1,0,9,0,17,200000,20000,0,0,876.66,20000,100000,2,1,0,0,0,0,2,2,0,0,0,0
1039,0,1,330621,0,41,20,90,1,68624,9,1,18,120000,250000,8755,0,4039.94,10000,0,2,2,2,8709,9,2,0,0,0,0,0,0
1040,0,1,330621,1,54,20,71,1,68621,0,1,,200000,200000,0,0,0,10000,0,9,6,5,44743,17,7,4,4,7,2409346,25,7
1042,0,1,330621,1,47,20,61,1,68627,9,1,32,300000,0,9165,0,4896.8,10000,5600000,3,2,1,347,21,1,1,1,1,1,7,1
1044,0,1,330621,1,50,20,61,1,0,9,1,51,150000,150000,0,0,307.97,10000,300000,6,6,0,0,0,0,1,1,0,0,0,0
1045,0,1,330621,1,53,20,71,1,0,9,9,48,100000,120000,0,0,89.03,10000,300000,1,1,0,0,0,0,1,1,0,0,0,0
1046,0,90,330621,0,37,20,71,1,0,,0,51,50000,200000,0,0,255.18,20000,0,3,3,2,7615,5,2,0,0,0,0,0,0
1047,0,1,330622,0,53,10,71,1,0,9,9,51,150000,150000,0,0,73.49,10000,0,9,6,4,1133,7,2,0,0,0,0,0,0
1050,0,1,330621,1,50,20,71,1,0,9,1,24,100000,100000,0,0,114.62,5000,360000,6,3,3,3578,28,3,1,1,2,942,4,1
1051,0,1,330621,1,41,20,31,1,68623,,0,34,200000,150000,0,0,0,31000,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,0,90,330621,1,49,20,71,1,0,,0,54,50000,40000,0,0,11031.1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
1053,0,1,330621,1,35,20,41,1,0,0,9,2,100000,150000,0,0,284.81,2000,250000,8,6,1,40,2,1,1,1,0,0,0,0
1057,0,1,330621,1,43,20,21,1,0,9,1,44,500000,200000,0,0,2149.75,20000,600000,20,10,1,7290,6,1,7,5,1,40,0,0
1058,0,1,330621,1,52,20,71,1,0,,0,43,60000,5,52213.44,0,1468.55,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
1061,0,1,330621,1,43,99,90,1,0,,1,51,500000,150000,0,0,162.57,50000,0,8,3,4,4179,4,1,0,0,0,0,0,0
1062,0,90,330621,1,48,20,71,1,0,,2,,100000,3,0,0,20490.05,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
1063,0,1,330621,0,51,20,71,1,0,9,9,52,32,320000,0,0,2.25,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
1064,0,1,632221,1,48,20,21,1,0,9,9,,400000,50000,0,0,32.87,10000,0,1,1,1,619,10,1,1,1,1,4377,2,1
1066,0,90,330621,1,32,20,90,1,0,,2,1,300000,0,0,0,5267.41,10000,100000,1,1,0,0,0,0,1,1,0,0,0,0
1067,0,1,330621,1,35,20,71,1,0,0,2,52,180000,80000,0,0,0.97,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
1068,0,1,330602,0,58,20,61,1,0,0,1,51,200000,180000,0,0,10832.71,10000,50000,2,2,0,0,0,0,0,0,0,0,0,0
1069,0,1,330124,1,36,20,71,,0,,1,,300000,3,0,0,541.04,10000,0,4,3,1,0,1,1,0,0,0,0,0,0
1070,0,1,330621,1,50,20,90,1,68633,2,1,43,350000,150000,0,0,459.83,30000,0,10,6,3,1080,7,1,3,2,2,599702,4,1
1072,0,1,330823,0,38,20,41,,68633,3,0,,45000,100000,0,0,1117.8,5000,0,1,1,0,0,0,0,0,0,0,0,0,0
1073,0,1,330621,1,32,20,21,1,0,,9,82,220000,20,110603.6,0,3058.82,20000,500000,7,4,0,0,0,0,2,2,0,0,0,0
1074,0,1,330621,0,25,20,41,1,0,9,0,51,50000,100000,33599.75,0,19020.14,6000,0,4,3,0,0,0,0,1,1,0,0,0,0
1075,0,1,330621,1,37,20,61,1,0,0,1,58,200000,180000,0,0,578.5,100000,1800000,7,5,3,10895,6,1,2,2,0,0,0,0
1076,0,1,330621,1,47,20,61,1,68628,9,9,54,100000,180000,0,0,0.01,10000,0,3,2,0,0,0,0,1,1,0,0,0,0
1077,0,1,330621,1,46,20,61,1,68632,0,9,17,100000,8,0,0,2166.1,10000,9900000,5,4,4,25701,451,3,1,1,0,0,0,0
1079,0,90,330621,1,30,20,21,1,0,9,2,52,300000,5,0,0,1986.93,15000,350000,16,11,0,0,0,0,1,1,0,0,0,0
1080,0,1,330621,0,31,20,31,2,68621,0,0,51,45000,300000,0,0,763.92,20000,575703.86,5,4,4,1228,16,2,1,1,1,3616,4,1
1081,0,1,330621,0,41,99,90,1,0,,0,,100000,80000,0,0,57.82,8000,0,2,2,0,0,0,0,1,1,0,0,0,0
1084,0,1,330621,1,36,20,41,1,0,0,0,17,120000,40000,0,0,21.74,20000,150000,2,2,0,0,0,0,2,2,0,0,0,0
1086,0,90,330602,0,33,20,21,3,0,,0,,80000,100000,0,0,530.18,15000,450000,4,3,2,317,21,1,4,2,0,0,0,0
1087,1,1,330621,1,41,99,71,1,0,9,1,51,200000,200000,0,0,2.17,5000,0,13,9,5,55614,5,4,13,2,10,7987,3,3
1090,0,1,330621,1,55,20,71,1,0,0,9,1,400000,40000,1500,0,953.93,10000,500000,3,2,2,769,8,1,2,2,0,0,0,0
1092,0,1,411524,0,49,20,61,1,0,9,9,52,200000,100000,0,0,9.12,20000,300000,8,6,2,1060,2,1,2,2,0,0,0,0
1093,0,1,330621,0,45,20,81,1,0,9,9,51,200000,10,0,0,1881.08,12000,400000,9,8,2,0,4,1,2,2,0,0,0,0
1094,0,1,330621,1,46,10,71,1,0,9,9,51,300000,5,0,0,53.52,10000,299885.67,2,2,1,0,3,1,1,1,0,0,0,0
1095,0,1,330621,0,36,20,71,1,68619,9,2,51,100000,150000,0,0,196.4,10000,400000,2,2,0,0,0,0,1,1,0,0,0,0
1096,0,90,330621,1,27,20,41,1,0,9,9,17,50000,132000,0,0,278.17,5000,24771.39,6,5,5,2727,11,1,2,2,0,0,0,0
1097,0,1,330621,1,45,20,31,1,0,9,1,,700000,100000,0,0,5120.41,10000,0,5,4,1,5,1,1,1,1,0,0,0,0
1102,0,1,330621,1,45,20,90,1,0,,1,17,100000,100000,0,0,1001.61,20000,0,4,3,2,1497,12,2,0,0,0,0,0,0
1104,0,1,330621,1,38,20,71,1,0,9,0,52,80000,60000,0,0,20125.55,20000,400000,7,6,3,1186,10,2,1,1,0,0,0,0
1108,0,1,330621,1,46,20,61,1,68624,9,9,51,1000000,300000,0,0,109596.56,20000,4000000,3,3,1,0,4,1,1,1,0,0,0,0
1110,0,1,330621,1,38,20,21,1,68628,9,0,82,80000,70000,112040.3,0,27300.27,5000,390000,19,9,1,21,0,0,5,3,1,11,3,1
1112,1,1,330621,1,42,20,81,1,0,9,9,17,400000,50000,0,0,1475.92,10000,1676500,5,4,2,899,24,3,2,1,0,0,0,0
1115,0,90,330621,0,30,20,71,1,0,,9,51,200000,300000,0,0,176.74,20000,200000,6,5,2,100,4,1,0,0,0,0,0,0
1116,0,,429006,0,37,,90,,0,,0,,100000,80000,0,0,20135.29,10000,0,5,3,0,0,0,0,1,1,0,0,0,0
1117,0,1,330621,1,49,20,61,1,68638,2,0,,150000,50000,219395.47,0,39414.06,5000,0,2,2,0,0,0,0,2,2,0,0,0,0
1118,0,1,330621,1,32,20,61,1,0,9,0,17,150000,3,0,0,392.54,5000,80000,9,5,2,614,8,1,6,6,0,0,0,0
1119,0,1,330621,1,43,20,81,1,0,,1,17,200000,100000,0,0,5856.6,10000,0,3,2,2,375,9,1,3,3,0,0,0,0
1120,0,1,330621,1,45,20,90,,0,,2,,150000,3.5,0,0,481.01,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,0,1,330621,1,34,10,31,1,68624,9,0,51,200000,80000,0,0,82.86,10000,0,8,7,2,316,1,1,1,1,0,0,0,0
1122,0,1,330621,1,42,20,71,1,0,9,9,22,200000,50000,0,0,4327.17,20000,26260.06,13,8,3,3661,5,1,5,5,0,0,0,0
1124,0,1,330621,1,46,20,71,1,68629,2,1,17,20,10,0,0,0,40000,0,3,2,1,16,6,2,1,1,0,0,0,0
